entry_time,entry_price,entry_dir,entry_reason,exit_time,exit_price,raw_points,export_slippage_one_way_pts,export_slippage_round_trip_pts,export_net_points,export_net_pnl,points,pnl,exit_reason,cost_points,cost_cash
2020-05-26 15:30:00,10981.0,LONG,15:15訊號進場,2020-05-28 15:30:00,10931.0,-50.0,2.0,4.0,-54.0,-10800.0,-54.0,-10800.0,15:15訊號翻正_平倉,4.0,800.0
2020-05-29 15:30:00,10906.0,LONG,15:15訊號進場,2020-06-01 15:30:00,11066.0,160.0,2.0,4.0,156.0,31200.0,156.0,31200.0,15:15訊號翻正_平倉,4.0,800.0
2020-06-03 15:30:00,11294.0,LONG,15:15訊號進場,2020-06-04 15:30:00,11360.0,66.0,2.0,4.0,62.0,12400.0,62.0,12400.0,15:15訊號翻正_平倉,4.0,800.0
2020-06-17 15:30:00,11407.0,LONG,15:15訊號進場,2020-06-22 15:30:00,11434.0,27.0,2.0,4.0,23.0,4600.0,23.0,4600.0,15:15訊號翻正_平倉,4.0,800.0
2020-06-23 15:30:00,11496.0,LONG,15:15訊號進場,2020-06-29 15:30:00,11385.0,-111.0,2.0,4.0,-115.0,-23000.0,-115.0,-23000.0,15:15訊號翻正_平倉,4.0,800.0
2020-06-30 15:30:00,11456.0,LONG,15:15訊號進場,2020-07-17 15:30:00,12049.0,593.0,2.0,4.0,589.0,117800.0,589.0,117800.0,15:15訊號翻正_平倉,4.0,800.0
2020-07-20 15:30:00,12026.0,LONG,15:15訊號進場,2020-07-22 15:30:00,12326.0,300.0,2.0,4.0,296.0,59200.0,296.0,59200.0,15:15訊號翻正_平倉,4.0,800.0
2020-07-23 15:30:00,12305.0,LONG,15:15訊號進場,2020-08-19 15:30:00,12759.0,454.0,2.0,4.0,450.0,90000.0,450.0,90000.0,15:15訊號翻正_平倉,4.0,800.0
2020-08-21 15:30:00,12542.0,LONG,15:15訊號進場,2020-12-18 15:30:00,14143.0,1601.0,2.0,4.0,1597.0,319400.0,1597.0,319400.0,15:15訊號翻正_平倉,4.0,800.0
2020-12-21 15:30:00,14302.0,LONG,15:15訊號進場,2020-12-22 15:30:00,14092.0,-210.0,2.0,4.0,-214.0,-42800.0,-214.0,-42800.0,15:15訊號翻正_平倉,4.0,800.0
2020-12-25 15:30:00,14302.0,LONG,15:15訊號進場,2021-01-20 13:15:00,15767.0,1465.0,2.0,4.0,1461.0,292200.0,1461.0,292200.0,結算日13:15平倉,4.0,800.0
2021-01-21 15:30:00,16129.0,LONG,15:15訊號進場,2021-01-22 15:30:00,15883.0,-246.0,2.0,4.0,-250.0,-50000.0,-250.0,-50000.0,15:15訊號翻正_平倉,4.0,800.0
2021-01-26 15:30:00,15684.0,LONG,15:15訊號進場,2021-02-17 13:15:00,16315.0,631.0,2.0,4.0,627.0,125400.0,627.0,125400.0,結算日13:15平倉,4.0,800.0
2021-02-17 15:30:00,16371.0,LONG,15:15訊號進場,2021-02-18 15:30:00,16345.0,-26.0,2.0,4.0,-30.0,-6000.0,-30.0,-6000.0,15:15訊號翻正_平倉,4.0,800.0
